customer_key,customer_number,customer_name,gender,age,marital_status,country,age_group,customer_segment,last_order_date,recency,total_orders,total_sales,total_quantity,total_products,lifespan,avg_order_value,avg_monthly_spend
7975,AW00018974,James Rodriguez,Male,77,Married,United States,50 and above,New,2013-02-25,154,1,586,5,5,0,586,586
7976,AW00018975,Samuel Bryant,Male,70,Married,United States,50 and above,New,2013-06-06,150,1,90,3,3,0,90,90
7977,AW00018976,Garrett Howard,Male,76,Single,United States,50 and above,New,2013-11-30,145,1,1751,2,2,0,1751,1751
7978,AW00018977,Jackson Wang,Male,75,Married,United States,50 and above,New,2013-12-06,144,1,129,3,3,0,129,129
7979,AW00018978,Isaiah Morgan,Male,70,Married,Canada,50 and above,New,2013-09-12,147,2,118,6,6,4,59,29
7980,AW00018979,Noah Taylor,Male,76,Married,United States,50 and above,New,2013-12-09,144,1,1750,4,4,0,1750,1750
7981,AW00018980,Sophia Hernandez,Female,75,Married,United States,50 and above,New,2013-12-06,144,1,1751,2,2,0,1751,1751
7982,AW00018981,Savannah Watson,Female,76,Married,United States,50 and above,New,2013-08-06,148,1,79,2,2,0,79,79
7983,AW00018982,Kyle Baker,Male,75,Single,United States,50 and above,New,2013-12-02,144,1,1784,4,4,0,1784,1784
7984,AW00018983,Destiny Price,Female,69,Married,United States,50 and above,New,2013-06-17,150,1,94,2,2,0,94,94
7985,AW00018984,Shelby Rivera,Female,63,Single,United States,50 and above,New,2013-03-23,153,1,94,2,2,0,94,94
7986,AW00018985,Paige Bailey,Female,75,Married,United States,50 and above,New,2013-11-22,145,1,94,2,2,0,94,94
7987,AW00018986,Robert Roberts,Male,74,Single,Canada,50 and above,New,2013-02-10,154,1,57,2,2,0,57,57
7988,AW00018987,Hunter Adams,Male,75,Married,United States,50 and above,New,2013-01-30,155,1,120,2,2,0,120,120
7989,AW00018988,Courtney Baker,Female,75,Single,United States,50 and above,New,2013-11-01,145,1,70,1,1,0,70,70
7990,AW00018989,Cindy Suri,Female,69,Married,United States,50 and above,New,2013-08-30,148,1,134,2,2,0,134,134
7991,AW00018990,Amanda Henderson,Female,74,Married,United States,50 and above,New,2013-02-13,154,1,562,2,2,0,562,562
7992,AW00018991,Evan Cook,Male,74,Married,United States,50 and above,New,2013-12-01,144,1,70,1,1,0,70,70
7993,AW00018992,David Perry,Male,73,Married,United States,50 and above,New,2013-06-13,150,1,120,2,2,0,120,120
7994,AW00018993,Kevin Ross,Male,73,Married,United States,50 and above,New,2013-12-08,144,1,129,3,3,0,129,129
7995,AW00018994,Jackson Allen,Male,67,Married,United States,50 and above,New,2013-11-06,145,1,124,2,2,0,124,124
7996,AW00018995,Melissa Gray,Female,73,Single,United States,50 and above,New,2013-10-24,146,1,120,2,2,0,120,120
7997,AW00018996,Katherine Turner,Female,72,Married,United States,50 and above,New,2013-12-27,144,1,70,1,1,0,70,70
7998,AW00018997,Eric King,Male,73,Married,United States,50 and above,New,2013-08-31,148,1,70,1,1,0,70,70
7999,AW00018998,Aidan Bennett,Male,72,Married,United States,50 and above,New,2013-12-06,144,1,1785,4,4,0,1785,1785
8000,AW00018999,Mackenzie Watson,Female,73,Married,United States,50 and above,New,2013-12-12,144,1,1755,2,2,0,1755,1755
8001,AW00019000,Makayla Blue,Female,66,Married,Canada,50 and above,New,2014-01-16,143,2,54,3,3,2,27,27
8002,AW00019001,Fernando Brown,Male,72,Married,Canada,50 and above,New,2013-08-04,148,2,92,4,4,5,46,18
8003,AW00019002,Alexis Thompson,Female,71,Married,United States,50 and above,New,2013-12-10,144,1,1730,3,3,0,1730,1730
8004,AW00019003,Jared Stewart,Male,60,Married,United States,50 and above,New,2013-12-22,144,1,1765,4,4,0,1765,1765
8005,AW00019004,Ian Rogers,Male,66,Married,United States,50 and above,New,2013-12-27,144,1,1765,4,4,0,1765,1765
8006,AW00019005,Lauren Peterson,Female,71,Single,United States,50 and above,New,2013-02-22,154,1,94,2,2,0,94,94
8007,AW00019006,Leslie Martin,Female,70,Married,United States,50 and above,New,2013-12-19,144,1,70,1,1,0,70,70
8008,AW00019007,Mackenzie Sanchez,Female,64,Married,United States,50 and above,New,2013-09-04,147,1,70,1,1,0,70,70
8009,AW00019008,Hailey Murphy,Female,70,Single,United States,50 and above,New,2013-12-04,144,1,1760,3,3,0,1760,1760
8010,AW00019009,Arianna Watson,Female,64,Married,United States,50 and above,New,2014-01-12,143,1,79,2,2,0,79,79
8011,AW00019010,Naomi Ortega,Female,70,Married,United States,50 and above,New,2013-02-16,154,1,79,2,2,0,79,79
8012,AW00019011,Maria Cook,Female,69,Married,United States,50 and above,New,2013-07-13,149,1,79,2,2,0,79,79
8013,AW00019012,Oscar Bryant,Male,70,Married,United States,50 and above,New,2013-08-11,148,1,120,2,2,0,120,120
8014,AW00019013,Amanda Phillips,Female,69,Single,United States,50 and above,New,2013-03-25,153,1,636,4,4,0,636,636
8015,AW00019014,Jonathan Hernandez,Male,68,Married,Canada,50 and above,New,2013-07-18,149,2,66,4,4,2,33,33
8016,AW00019015,Thomas Griffin,Male,63,Married,Canada,50 and above,New,2013-05-10,151,2,125,6,6,2,62,62
8017,AW00019016,Sierra Wright,Female,68,Married,United States,50 and above,New,2013-12-14,144,1,1751,2,2,0,1751,1751
8018,AW00019017,Zoe Brooks,Female,68,Married,United States,50 and above,New,2013-11-05,145,1,70,1,1,0,70,70
8019,AW00019018,Nicole Gray,Female,63,Married,United States,50 and above,New,2013-07-04,149,1,134,2,2,0,134,134
8020,AW00019019,Jackson Gonzales,Male,63,Married,United States,50 and above,New,2013-04-19,152,1,79,2,2,0,79,79
8021,AW00019020,Jack Flores,Male,62,Single,United States,50 and above,New,2013-08-28,148,1,124,2,2,0,124,124
8022,AW00019021,Melissa Russell,Female,62,Single,United States,50 and above,New,2013-03-18,153,1,615,4,4,0,615,615
8023,AW00019022,Samantha Wood,Female,56,Married,United States,50 and above,New,2013-10-01,146,1,70,1,1,0,70,70
8024,AW00019023,Arianna Powell,Female,67,Married,United States,50 and above,New,2013-03-08,153,1,580,3,3,0,580,580
8025,AW00019024,Dalton Russell,Male,67,Single,United States,50 and above,New,2013-03-25,153,1,700,4,4,0,700,700
8026,AW00019025,Aaron Roberts,Male,67,Single,United States,50 and above,New,2013-03-14,153,1,120,2,2,0,120,120
8027,AW00019026,Logan Hayes,Male,67,Single,Canada,50 and above,New,2013-11-20,145,2,113,5,5,8,56,14
8028,AW00019027,Mayra Madan,Female,62,Single,France,50 and above,Regular,2013-10-02,146,2,3029,3,3,22,1514,137
8029,AW00019028,Cedric Wang,Male,57,Married,France,50 and above,Regular,2013-10-13,146,2,3063,5,5,22,1531,139
8030,AW00019029,Alicia Andersen,Female,62,Married,Germany,50 and above,Regular,2013-09-10,147,2,3339,4,4,15,1669,222
8031,AW00019030,Marco Arun,Male,52,Married,Germany,50 and above,Regular,2013-09-20,147,2,3310,4,4,14,1655,236
8032,AW00019031,Regina Perez,Female,62,Married,United Kingdom,50 and above,VIP,2013-12-11,144,3,7226,6,5,12,2408,602
8033,AW00019032,Katrina Andersen,Female,63,Single,United Kingdom,50 and above,VIP,2013-12-13,144,3,6939,7,7,12,2313,578
8034,AW00019033,Omar Lin,Male,63,Single,France,50 and above,Regular,2013-10-25,146,2,3139,5,5,22,1569,142
8035,AW00019034,Tabitha Diaz,Female,63,Single,Germany,50 and above,Regular,2013-09-21,147,2,3322,3,3,14,1661,237
8036,AW00019035,Stanley Schmidt,Male,63,Married,Germany,50 and above,Regular,2013-10-21,146,2,3320,2,2,15,1660,221
8037,AW00019036,Allen Rana,Male,65,Married,United Kingdom,50 and above,New,2013-10-10,146,2,4763,2,2,10,2381,476
8038,AW00019037,Marshall Chen,Male,64,Married,United Kingdom,50 and above,New,2013-10-04,146,2,4858,3,3,10,2429,485
8039,AW00019038,Joe Patel,Male,65,Single,Germany,50 and above,Regular,2013-10-02,146,2,3318,5,5,14,1659,237
8040,AW00019039,Melvin Pal,Male,76,Married,France,50 and above,New,2013-07-16,149,1,7,2,2,0,7,7
8041,AW00019040,Eugene Sun,Male,75,Married,Germany,50 and above,Regular,2013-09-30,147,2,3310,4,4,13,1655,254
8042,AW00019041,Autumn Zheng,Female,75,Single,France,50 and above,Regular,2013-10-10,146,2,3089,4,4,22,1544,140
8043,AW00019042,Ronnie Cai,Male,69,Married,Germany,50 and above,New,2013-08-22,148,1,65,3,3,0,65,65
8044,AW00019043,Jessica Jones,Female,75,Married,Germany,50 and above,New,2014-01-20,143,1,25,1,1,0,25,25
8045,AW00019044,Cesar Rana,Male,75,Married,United Kingdom,50 and above,New,2013-11-10,145,1,30,2,2,0,30,30
8046,AW00019045,Ross Rodriguez,Male,73,Single,France,50 and above,New,2013-05-27,151,1,49,3,3,0,49,49
8047,AW00019046,Shawna Raje,Female,74,Married,Germany,50 and above,Regular,2013-10-17,146,2,3320,2,2,13,1660,255
8048,AW00019047,Sydney Walker,Female,74,Married,United Kingdom,50 and above,New,2013-04-05,152,1,72,4,4,0,72,72
8049,AW00019048,Bryant Raman,Male,73,Married,United Kingdom,50 and above,New,2013-11-18,145,2,4765,3,3,11,2382,433
8050,AW00019049,Craig Gutierrez,Male,73,Married,United Kingdom,50 and above,New,2013-11-01,145,2,4838,6,6,11,2419,439
8051,AW00019050,Joel Chapman,Male,61,Married,United Kingdom,50 and above,New,2013-10-05,146,1,57,2,2,0,57,57
8052,AW00019051,Taylor Henderson,Female,66,Single,France,50 and above,Regular,2013-10-21,146,2,3105,4,4,22,1552,141
8053,AW00019052,Kristi Kapoor,Female,66,Married,France,50 and above,Regular,2013-10-27,146,2,3140,4,4,21,1570,149
8054,AW00019053,Gerald Jordan,Male,65,Single,Germany,50 and above,New,2013-12-13,144,1,25,1,1,0,25,25
8055,AW00019054,Arthur Alonso,Male,66,Single,United Kingdom,50 and above,New,2013-12-09,144,1,22,1,1,0,22,22
8056,AW00019055,Garrett Bailey,Male,66,Married,United Kingdom,50 and above,New,2013-12-10,144,1,46,4,4,0,46,46
8057,AW00019056,Carla Van,Female,66,Married,France,50 and above,New,2013-02-18,154,1,38,3,3,0,38,38
8058,AW00019057,Joanna Ramos,Female,61,Married,Germany,50 and above,Regular,2013-10-06,146,2,3322,3,3,14,1661,237
8059,AW00019058,Shawn Goel,Male,67,Married,United Kingdom,50 and above,New,2013-11-18,145,2,4525,5,5,11,2262,411
8060,AW00019059,George Rodriguez,Male,67,Married,United Kingdom,50 and above,New,2014-01-14,143,1,86,2,2,0,86,86
8061,AW00019060,Stephanie Stone,Female,67,Married,United Kingdom,50 and above,New,2013-03-13,153,1,30,2,2,0,30,30
8062,AW00019061,Heather Gao,Female,68,Single,France,50 and above,New,2013-08-09,148,1,65,3,3,0,65,65
8063,AW00019062,Erica Zhou,Female,67,Married,France,50 and above,New,2013-07-26,149,1,80,5,5,0,80,80
8064,AW00019063,Gabrielle Kelly,Female,67,Married,France,50 and above,New,2014-01-18,143,1,65,3,3,0,65,65
8065,AW00019064,Veronica Madan,Female,67,Married,Germany,50 and above,New,2013-03-25,153,1,32,3,3,0,32,32
8066,AW00019065,Michele Arun,Female,68,Married,Germany,50 and above,Regular,2013-10-02,146,2,3295,2,2,13,1647,253
8067,AW00019066,Dylan Sharma,Male,68,Married,United Kingdom,50 and above,New,2013-10-01,146,1,85,3,3,0,85,85
8068,AW00019067,Misty Luo,Female,69,Married,Germany,50 and above,Regular,2013-10-04,146,2,3381,4,4,13,1690,260
8069,AW00019068,Alma Son,Female,69,Married,Germany,50 and above,New,2013-08-05,148,1,65,3,3,0,65,65
8070,AW00019069,Thomas Hall,Male,64,Married,France,50 and above,Regular,2013-10-14,146,2,3113,3,3,21,1556,148
8071,AW00019070,Kristopher Garcia,Male,69,Married,United Kingdom,50 and above,New,2013-11-16,145,2,4748,3,3,11,2374,431
8072,AW00019071,Joe Jimenez,Male,70,Married,United Kingdom,50 and above,New,2013-05-03,151,1,116,4,4,0,116,116
8073,AW00019072,Tamara Lu,Female,65,Married,United Kingdom,50 and above,New,2014-01-28,143,1,49,3,3,0,49,49
8074,AW00019073,Lolan Song,Male,70,Married,United Kingdom,50 and above,New,2013-11-27,145,2,4760,3,3,11,2380,432
8075,AW00019074,Colleen Shen,Female,72,Married,France,50 and above,New,2013-09-23,147,1,30,2,2,0,30,30
8076,AW00019075,Brent Wu,Male,72,Married,France,50 and above,New,2013-04-27,152,1,65,3,3,0,65,65
8077,AW00019076,Jaclyn Pal,Female,72,Married,France,50 and above,Regular,2013-10-13,146,2,3178,5,5,20,1589,158
8078,AW00019077,Pedro Prasad,Male,71,Married,United Kingdom,50 and above,New,2013-06-14,150,1,40,2,2,0,40,40
8079,AW00019078,Misty She,Female,73,Single,France,50 and above,New,2013-03-22,153,1,32,3,3,0,32,32
8080,AW00019079,Brett Lopez,Male,72,Married,France,50 and above,New,2013-08-09,148,1,25,1,1,0,25,25
8081,AW00019080,Ross Vance,Male,72,Single,France,50 and above,New,2013-02-07,154,1,30,2,2,0,30,30
8082,AW00019081,Leslie Rubio,Female,72,Married,Germany,50 and above,New,2013-11-06,145,1,32,3,3,0,32,32
8083,AW00019082,Alvin Zhang,Male,72,Married,United Kingdom,50 and above,New,2013-07-04,149,1,40,2,2,0,40,40
8084,AW00019083,Steven Rivera,Male,45,Single,Australia,40-49,VIP,2013-04-11,152,2,6021,2,2,21,3010,286
8085,AW00019084,Colleen Raje,Female,43,Single,Australia,40-49,VIP,2013-04-06,152,2,6093,5,5,21,3046,290
8086,AW00019085,Shawna Kumar,Female,43,Married,Australia,40-49,New,2013-08-10,148,2,78,3,3,2,39,39
8087,AW00019086,Tommy Chander,Male,44,Single,Australia,40-49,New,2014-01-23,143,2,78,3,3,11,39,7
8088,AW00019087,Erica Gao,Female,44,Married,Australia,40-49,New,2013-02-06,154,2,47,5,5,1,23,47
8089,AW00019088,Rafael Kumar,Male,45,Single,Australia,40-49,New,2013-11-05,145,2,24,2,2,10,12,2
8090,AW00019089,Regina Arthur,Female,44,Single,Australia,40-49,VIP,2013-04-23,152,2,6093,5,5,21,3046,290
8091,AW00019090,Marshall Chander,Male,46,Single,Australia,40-49,New,2013-11-14,145,2,59,3,3,9,29,6
8092,AW00019091,Warren Yuan,Male,47,Single,Australia,40-49,New,2014-01-01,143,2,24,2,2,7,12,3
8093,AW00019092,Eric Gonzalez,Male,46,Single,Australia,40-49,New,2013-11-16,145,2,78,3,3,2,39,39
8094,AW00019093,Tara Ashe,Female,45,Single,Australia,40-49,VIP,2013-03-31,153,2,6035,4,4,20,3017,301
8095,AW00019094,Todd Yang,Male,47,Single,Australia,40-49,VIP,2013-04-03,152,2,6021,2,2,21,3010,286
8096,AW00019095,Meredith Martinez,Female,46,Single,Australia,40-49,VIP,2013-04-09,152,2,6056,3,3,20,3028,302
8097,AW00019096,Douglas Suri,Male,47,Single,Australia,40-49,VIP,2013-04-25,152,2,6090,5,5,20,3045,304
8098,AW00019097,Mindy Pal,Female,48,Single,Australia,40-49,New,2013-09-21,147,2,24,2,2,3,12,8
8099,AW00019098,Xavier Evans,Male,47,Married,Australia,40-49,New,2013-12-12,144,2,122,5,5,5,61,24
8100,AW00019099,Sheena Deng,Female,47,Married,Australia,40-49,VIP,2013-04-18,152,2,6038,4,4,20,3019,301
8101,AW00019100,Bradley Rai,Male,43,Married,Australia,40-49,New,2013-12-26,144,2,79,3,3,5,39,15
8102,AW00019101,Susan Cai,Female,44,Single,Australia,40-49,New,2013-10-11,146,2,104,7,7,3,52,34
8103,AW00019102,Claudia Ye,Female,50,Single,Australia,50 and above,VIP,2013-04-28,152,2,6029,3,3,20,3014,301
8104,AW00019103,Johnathan Raman,Male,49,Married,Australia,40-49,New,2013-08-27,148,2,64,4,4,5,32,12
8105,AW00019104,Mariah James,Female,43,Married,Australia,40-49,New,2014-01-20,143,2,100,5,5,6,50,16
8106,AW00019105,Stacy Dominguez,Female,49,Single,Australia,40-49,VIP,2013-04-26,152,2,6056,3,3,20,3028,302
8107,AW00019106,Terrance Sai,Male,43,Married,Australia,40-49,New,2013-05-12,151,2,65,4,4,2,32,32
8108,AW00019107,Franklin Liu,Male,50,Married,United States,50 and above,New,2013-05-10,151,1,70,1,1,0,70,70
8109,AW00019108,Haley Stewart,Female,42,Single,United States,40-49,New,2013-12-08,144,1,1701,1,1,0,1701,1701
8110,AW00019109,Jade Brooks,Female,48,Married,United States,40-49,New,2013-12-15,144,1,1728,3,3,0,1728,1728
8111,AW00019110,Jesse Kelly,Male,47,Married,United States,40-49,New,2013-03-02,153,1,605,4,4,0,605,605
8112,AW00019111,Mariah Kelly,Female,48,Married,United States,40-49,New,2013-04-06,152,1,610,5,5,0,610,610
8113,AW00019112,Victoria Hughes,Female,49,Married,United States,40-49,New,2013-12-27,144,1,1765,4,4,0,1765,1765
8114,AW00019113,Aaron Patterson,Male,49,Married,Canada,40-49,New,2013-06-22,150,1,1184,4,4,0,1184,1184
8115,AW00019114,Natalie Richardson,Female,50,Married,United States,50 and above,New,2013-12-24,144,1,1736,2,2,0,1736,1736
8116,AW00019115,Bailey Sanchez,Female,50,Married,United States,50 and above,New,2013-11-06,145,1,148,3,3,0,148,148
8117,AW00019116,Logan Alexander,Male,45,Single,Canada,40-49,New,2013-06-02,150,1,1183,3,3,0,1183,1183
8118,AW00019117,Kaitlyn Coleman,Female,39,Single,United States,30-39,New,2013-12-18,144,1,1751,2,2,0,1751,1751
8119,AW00019118,Ian Thomas,Male,48,Married,Canada,40-49,New,2013-06-05,150,1,1120,1,1,0,1120,1120
8120,AW00019119,Connor Simmons,Male,43,Married,United States,40-49,New,2013-12-14,144,1,1765,4,4,0,1765,1765
8121,AW00019120,Caleb Sharma,Male,48,Married,United States,40-49,New,2013-12-12,144,1,1730,3,3,0,1730,1730
8122,AW00019121,Kaitlyn Blue,Female,48,Married,United States,40-49,New,2013-04-03,152,1,657,5,5,0,657,657
8123,AW00019122,Abigail Hughes,Female,48,Single,United States,40-49,New,2013-04-03,152,1,589,4,4,0,589,589
8124,AW00019123,Emma Washington,Female,45,Married,Canada,40-49,New,2013-06-29,150,1,1170,2,2,0,1170,1170
8125,AW00019124,Cody Bailey,Male,50,Married,United States,50 and above,New,2013-12-24,144,1,1755,2,2,0,1755,1755
8126,AW00019125,Cameron Russell,Male,52,Single,United States,50 and above,New,2013-12-01,144,1,1736,2,2,0,1736,1736
8127,AW00019126,Kristopher Kapoor,Male,44,Married,United States,40-49,New,2013-09-26,147,1,70,1,1,0,70,70
8128,AW00019127,Alexa Sanchez,Female,49,Single,United States,40-49,New,2013-04-17,152,1,580,3,3,0,580,580
8129,AW00019128,Madison Jackson,Female,44,Married,United States,40-49,New,2013-04-13,152,1,643,5,5,0,643,643
8130,AW00019129,Carson Simmons,Male,49,Married,United States,40-49,New,2013-04-03,152,1,639,5,5,0,639,639
8131,AW00019130,Madeline Baker,Female,44,Married,United States,40-49,New,2013-05-04,151,1,665,5,5,0,665,665
8132,AW00019131,Mason Blue,Male,47,Single,United States,40-49,New,2013-12-12,144,1,1725,2,2,0,1725,1725
8133,AW00019132,Benjamin Washington,Male,53,Single,United States,50 and above,New,2013-12-20,144,1,70,1,1,0,70,70
8134,AW00019133,Logan Martinez,Male,47,Single,United States,40-49,New,2013-12-11,144,1,1701,1,1,0,1701,1701
8135,AW00019134,Sierra Allen,Female,53,Single,United States,50 and above,New,2013-08-24,148,1,70,1,1,0,70,70
8136,AW00019135,Logan Brown,Male,48,Married,United States,40-49,New,2013-04-06,152,1,70,1,1,0,70,70
8137,AW00019136,Richard Cook,Male,54,Married,United States,50 and above,New,2013-05-03,151,1,79,2,2,0,79,79
8138,AW00019137,Eric Russell,Male,48,Single,United States,40-49,New,2013-12-12,144,1,1736,2,2,0,1736,1736
8139,AW00019138,Eric Coleman,Male,53,Married,United States,50 and above,New,2013-11-30,145,1,70,1,1,0,70,70
8140,AW00019139,Oscar Simmons,Male,42,Married,United States,40-49,New,2013-05-21,151,1,70,1,1,0,70,70
8141,AW00019140,Melanie Rogers,Female,53,Single,United States,50 and above,New,2013-05-10,151,1,565,2,2,0,565,565
8142,AW00019141,Samuel Martinez,Male,54,Single,United States,50 and above,New,2013-05-02,151,1,580,3,3,0,580,580
8143,AW00019142,Dalton Washington,Male,53,Married,United States,50 and above,New,2013-05-17,151,1,619,2,2,0,619,619
8144,AW00019143,Lauren Long,Female,54,Single,United States,50 and above,New,2013-05-21,151,1,605,5,5,0,605,605
8145,AW00019144,Edwin He,Male,49,Single,United States,40-49,New,2013-05-21,151,1,615,4,4,0,615,615
8146,AW00019145,Adriana Malhotra,Female,55,Married,United States,50 and above,New,2013-09-20,147,1,134,2,2,0,134,134
8147,AW00019146,Mariah Morgan,Female,49,Single,United States,40-49,New,2013-12-25,144,1,1765,4,4,0,1765,1765
8148,AW00019147,Edward Thomas,Male,50,Married,Canada,50 and above,New,2013-10-01,146,2,133,8,8,4,66,33
8149,AW00019148,Cody Ramirez,Male,50,Single,United States,50 and above,New,2013-12-14,144,1,1751,2,2,0,1751,1751
8150,AW00019149,Sean Parker,Male,45,Single,United States,40-49,New,2013-07-08,149,1,124,2,2,0,124,124
8151,AW00019150,Maria Bailey,Female,39,Married,Canada,30-39,New,2014-01-07,143,2,66,4,4,4,33,16
8152,AW00019151,Ian Cooper,Male,55,Single,United States,50 and above,New,2013-09-28,147,1,70,1,1,0,70,70
8153,AW00019152,Jonathan Walker,Male,56,Married,United States,50 and above,New,2013-04-07,152,1,79,2,2,0,79,79
8154,AW00019153,Dylan Griffin,Male,50,Married,United States,50 and above,New,2013-06-02,150,1,70,1,1,0,70,70
8155,AW00019154,William Sotelo,Female,45,Married,United States,40-49,New,2013-12-21,144,1,70,1,1,0,70,70
8156,AW00019155,Caroline Flores,Female,55,Married,United States,50 and above,New,2013-05-05,151,1,79,2,2,0,79,79
8157,AW00019156,Julia Jenkins,Female,56,Single,United States,50 and above,New,2013-12-08,144,1,1728,3,3,0,1728,1728
8158,AW00019157,Eduardo Thompson,Male,55,Single,United States,50 and above,New,2013-12-26,144,1,1701,1,1,0,1701,1701
8159,AW00019158,Destiny Griffin,Female,50,Single,United States,50 and above,New,2013-12-12,144,1,1736,2,2,0,1736,1736
8160,AW00019159,Richard Gonzalez,Male,56,Married,United States,50 and above,New,2013-01-13,155,1,1120,1,1,0,1120,1120
8161,AW00019160,Sara Perez,Female,57,Single,United States,50 and above,New,2013-01-19,155,1,1183,3,3,0,1183,1183
8162,AW00019161,Jeremiah Hughes,Male,56,Single,United States,50 and above,New,2013-05-01,151,1,585,5,5,0,585,585
8163,AW00019162,Peter Raji,Male,56,Married,United States,50 and above,New,2013-04-30,152,1,564,4,4,0,564,564
8164,AW00019163,Riley Bailey,Female,46,Married,United States,40-49,New,2013-05-24,151,1,540,1,1,0,540,540
8165,AW00019164,Danielle Morgan,Female,52,Single,United States,50 and above,New,2013-05-17,151,1,630,4,4,0,630,630
8166,AW00019165,Miranda Russell,Female,51,Single,United States,50 and above,New,2013-05-29,151,1,634,4,4,0,634,634
8167,AW00019166,Olivia Jenkins,Female,46,Single,United States,40-49,New,2013-09-13,147,1,70,1,1,0,70,70
8168,AW00019167,Caitlin Morgan,Female,46,Single,United States,40-49,New,2013-01-01,155,1,1120,1,1,0,1120,1120
8169,AW00019168,Nathan Kumar,Male,56,Single,United States,50 and above,New,2013-02-03,154,1,120,2,2,0,120,120
8170,AW00019169,Arianna Bryant,Female,56,Single,United States,50 and above,New,2013-01-25,155,1,1170,2,2,0,1170,1170
8171,AW00019170,Luis Campbell,Male,56,Single,United States,50 and above,New,2013-01-16,155,1,1151,4,4,0,1151,1151
8172,AW00019171,Melanie Torres,Female,56,Married,United States,50 and above,New,2013-01-11,155,1,1174,2,2,0,1174,1174
8173,AW00019172,Calvin Luo,Male,40,Married,United Kingdom,40-49,Regular,2013-06-06,150,2,1609,4,4,17,804,94
8174,AW00019173,Kelli Lal,Female,46,Married,United Kingdom,40-49,Regular,2013-07-21,149,2,1594,3,3,18,797,88
8175,AW00019174,Katelyn Howard,Female,46,Single,France,40-49,Regular,2013-11-21,145,2,2484,2,2,20,1242,124
8176,AW00019175,Wayne Sharma,Male,48,Single,United Kingdom,40-49,New,2013-07-17,149,1,25,1,1,0,25,25
8177,AW00019176,Ebony Vazquez,Female,48,Single,Germany,40-49,New,2013-11-27,145,1,64,3,3,0,64,64
8178,AW00019177,Donna Chander,Female,46,Married,Germany,40-49,New,2013-02-20,154,1,39,2,2,0,39,39
8179,AW00019178,Sarah Miller,Female,47,Single,Germany,40-49,New,2013-04-20,152,1,25,1,1,0,25,25
8180,AW00019179,Gloria Sanz,Female,48,Single,France,40-49,New,2013-11-06,145,1,13,2,2,0,13,13
8181,AW00019180,Joan Navarro,Female,48,Single,France,40-49,New,2013-10-05,146,1,40,2,2,0,40,40
8182,AW00019181,Chad Pal,Male,47,Single,France,40-49,Regular,2013-11-17,145,2,2519,3,3,20,1259,125
8183,AW00019182,Lance Dominguez,Male,42,Single,France,40-49,New,2013-03-21,153,1,40,2,2,0,40,40
8184,AW00019183,Edwin Raje,Male,49,Single,France,40-49,New,2013-09-07,147,1,49,3,3,0,49,49
8185,AW00019184,Emily Hayes,Female,43,Single,United Kingdom,40-49,New,2013-04-08,152,1,25,1,1,0,25,25
8186,AW00019185,Jacqueline Bradley,Female,48,Single,France,40-49,New,2013-02-15,154,1,59,2,2,0,59,59
8187,AW00019186,Bob Garcia,Male,43,Married,United Kingdom,40-49,Regular,2013-10-28,146,2,1562,3,3,21,781,74
8188,AW00019187,Karl Pal,Male,49,Single,United Kingdom,40-49,New,2013-10-15,146,1,147,3,3,0,147,147
8189,AW00019188,Dalton Anderson,Male,49,Single,Germany,40-49,Regular,2013-11-20,145,2,2732,5,5,14,1366,195
8190,AW00019189,Morgan Price,Female,49,Single,France,40-49,New,2013-05-25,151,1,29,2,2,0,29,29
8191,AW00019190,Carl Shen,Male,49,Single,United Kingdom,40-49,New,2013-09-07,147,1,27,2,2,0,27,27
8192,AW00019191,Keith Chande,Male,48,Single,Germany,40-49,New,2013-06-08,150,1,75,2,2,0,75,75
8193,AW00019192,Erika Ruiz,Female,50,Single,United Kingdom,50 and above,Regular,2013-09-21,147,2,1682,4,4,19,841,88
8194,AW00019193,Omar Lal,Male,49,Single,United Kingdom,40-49,Regular,2013-10-13,146,2,1609,5,5,20,804,80
8195,AW00019194,Cesar Garcia,Male,50,Single,France,50 and above,Regular,2013-06-14,150,2,1589,5,5,15,794,105
8196,AW00019195,Darren Romero,Male,44,Single,United Kingdom,40-49,Regular,2013-10-26,146,2,1637,6,6,20,818,81
8197,AW00019196,April She,Female,44,Single,Germany,40-49,Regular,2013-11-09,145,3,4657,7,7,14,1552,332
8198,AW00019197,Briana Sandoval,Female,49,Single,Germany,40-49,Regular,2013-11-15,145,3,4609,7,7,13,1536,354
8199,AW00019198,Melissa Brooks,Female,39,Single,United States,30-39,New,2013-01-16,155,1,1155,2,2,0,1155,1155
8200,AW00019199,David Williams,Male,45,Single,United States,40-49,New,2013-01-24,155,1,1134,3,3,0,1134,1134
8201,AW00019200,Luke Henderson,Male,54,Married,Canada,50 and above,New,2013-12-29,144,2,109,5,5,1,54,109
8202,AW00019201,Charles Brooks,Male,53,Married,United States,50 and above,New,2013-01-27,155,1,1120,1,1,0,1120,1120
8203,AW00019202,Brianna Lee,Female,53,Married,United States,50 and above,New,2013-01-15,155,1,1170,2,2,0,1170,1170
8204,AW00019203,Darren Navarro,Male,67,Single,United States,50 and above,New,2013-09-18,147,1,540,1,1,0,540,540
8205,AW00019204,Sydney Evans,Female,67,Single,United States,50 and above,New,2013-10-15,146,1,540,1,1,0,540,540
8206,AW00019205,James Perry,Male,61,Married,Canada,50 and above,New,2013-12-14,144,1,1250,2,2,0,1250,1250
